"...1";"ID";"CASRN";"DTXSID";"Name";"IUPAC.NAME";"Molecular.formula";"SMILES";"InChI.String";"InChIKey";"Averagre.mass..amu.";"Monoisotopic.mass..amu.";"ORLD50";"DMLC50";"TPIGC50";"FMLC50";"DT";"AM";"ToxPi"
58;58;"100-54-9";"DTXSID1026665";"3-Pyridinecarbonitrile";"Pyridine-3-carbonitrile";"C6H4N2";"N#CC1=CN=CC=C1";"InChI=1S/C6H4N2/c7-4-6-2-1-3-8-5-6/h1-3,5H";"GZPHSAQLYPIAIN-UHFFFAOYSA-N";"104.112";"104.0374481";"1.94";"3.9";"2.26";"2.72";"0.11";"0.05";"0.0396"
59;59;"100-63-0";"DTXSID8021147";"Phenylhydrazine";"Phenylhydrazine";"C6H8N2";"NNC1=CC=CC=C1";"InChI=1S/C6H8N2/c7-8-6-4-2-1-3-5-6/h1-5,8H,7H2";"HKOOXMFOFWEVGF-UHFFFAOYSA-N";"108.144";"108.0687483";"2.76";"4.2";"2.56";"2.85";"0.3";"1";"0.2192"
60;60;"100-64-1";"DTXSID4021842";"Cyclohexanone oxime";"N-Cyclohexylidenehydroxylamine";"C6H11NO";"O=NC1CCCCC1";"InChI=1S/C6H11NO/c8-7-6-4-2-1-3-5-6/h8H,1-5H2";"VEZUQRBDRNJBJY-UHFFFAOYSA-N";"113.16";"113.084064";"N/A";"N/A";"N/A";"N/A";"0.28";"0.98";"0.0337"
61;61;"100-69-6";"DTXSID1026667";"2-Vinylpyridine";"2-Ethenylpyridine";"C7H7N";"C=CC1=CC=CC=N1";"InChI=1S/C7H7N/c1-2-7-5-3-4-6-8-7/h2-6H,1H2";"KGIGUEBEKRSTEW-UHFFFAOYSA-N";"105.14";"105.0578492";"3.02";"3.87";"2.49";"3.67";"0.49";"0";"0.08"
62;62;"100-70-9";"DTXSID9021843";"2-Pyridinecarbonitrile";"Pyridine-2-carbonitrile";"C6H4N2";"N#CC1=NC=CC=C1";"InChI=1S/C6H4N2/c7-5-6-3-1-2-4-8-6/h1-4H";"FFNVQNRYTPFDDP-UHFFFAOYSA-N";"104.112";"104.0374481";"N/A";"3.69";"2.17";"2.16";"0.12";"0.06";"0.0396"
63;63;"100-74-3";"DTXSID5025312";"N-Ethylmorpholine";"4-Ethylmorpholine";"C6H13NO";"CCN1CCOCC1";"InChI=1S/C6H13NO/c1-2-7-3-5-8-6-4-7/h2-6H2,1H3";"HVCNXQOWACZAFN-UHFFFAOYSA-N";"115.176";"115.099714";"1.81";"2.64";"1.91";"1.88";"0.06";"1";"0.0257"
64;64;"10081-67-1";"DTXSID0027721";"4-(2-Phenylpropan-2-yl)-N-[4-(2-phenylpropan-2-yl)phenyl]aniline";"4-(2-Phenylpropan-2-yl)-N-[4-(2-phenylpropan-2-yl)phenyl]aniline";"C30H31N";"CC(C)(C1=CC=CC=C1)C1=CC=C(NC2=CC=C(C=C2)C(C)(C)C2=CC=CC=C2)C=C1";"InChI=1S/C30H31N/c1-29(2,23-11-7-5-8-12-23)25-15-19-27(20-16-25)31-28-21-17-26(18-22-28)30(3,4)24-13-9-6-10-14-24/h5-22,31H,1-4H3";"UJAWGGOCYUPCPS-UHFFFAOYSA-N";"405.585";"405.24565";"N/A";"6.07";"N/A";"7.59";"0.69";"0.1";"0.1666"
65;65;"100-97-0";"DTXSID6020692";"Methenamine";"1,3,5,7-Tetraazatricyclo[3.3.1.1~3,7~]decane";"C6H12N4";"C1N2CN3CN1CN(C2)C3";"InChI=1S/C6H12N4/c1-7-2-9-4-8(1)5-10(3-7)6-9/h1-6H2";"VKYKSIONXSXAKP-UHFFFAOYSA-N";"140.19";"140.1061964";"N/A";"1.91";"N/A";"0.45";"1.07";"1";"0.1154"
66;66;"101-02-0";"DTXSID0026252";"Triphenyl phosphite";"Triphenyl phosphite";"C18H15O3P";"O(P(OC1=CC=CC=C1)OC1=CC=CC=C1)C1=CC=CC=C1";"InChI=1S/C18H15O3P/c1-4-10-16(11-5-1)19-22(20-17-12-6-2-7-13-17)21-18-14-8-3-9-15-18/h1-15H";"HVLLSGMXQDNUAL-UHFFFAOYSA-N";"310.289";"310.0758813";"2.84";"N/A";"N/A";"N/A";"0.39";"0";"0.2035"
67;67;"101-05-3";"DTXSID9020089";"Anilazine";"4,6-Dichloro-N-(2-chlorophenyl)-1,3,5-triazin-2-amine";"C9H5Cl3N4";"ClC1=CC=CC=C1NC1=NC(Cl)=NC(Cl)=N1";"InChI=1S/C9H5Cl3N4/c10-5-3-1-2-4-6(5)13-9-15-7(11)14-8(12)16-9/h1-4H,(H,13,14,15,16)";"IMHBYKMAHXWHRP-UHFFFAOYSA-N";"275.52";"273.9579793";"2.01";"4.6";"4.59";"5.02";"0.61";"0.16";"0.1049"
68;68;"101-11-1";"DTXSID5029136";"3-((Ethylphenylamino)methyl)benzenesulfonic acid";"3-{[Ethyl(phenyl)amino]methyl}benzene-1-sulfonic acid";"C15H17NO3S";"CCN(CC1=CC(=CC=C1)S(O)(=O)=O)C1=CC=CC=C1";"InChI=1S/C15H17NO3S/c1-2-16(14-8-4-3-5-9-14)12-13-7-6-10-15(11-13)20(17,18)19/h3-11H,2,12H2,1H3,(H,17,18,19)";"BQGRVFPPZJPWPB-UHFFFAOYSA-N";"291.37";"291.0929146";"N/A";"N/A";"N/A";"4.51";"1.03";"0.44";"0.0221"
69;69;"101-14-4";"DTXSID5020865";"4,4'-Methylenebis(2-chloroaniline)";"4,4'-Methylenebis(2-chloroaniline)";"C13H12Cl2N2";"NC1=C(Cl)C=C(CC2=CC(Cl)=C(N)C=C2)C=C1";"InChI=1S/C13H12Cl2N2/c14-10-6-8(1-3-12(10)16)5-9-2-4-13(17)11(15)7-9/h1-4,6-7H,5,16-17H2";"IBOFVQJTBBUKMU-UHFFFAOYSA-N";"267.15";"266.0377538";"2.37";"5.49";"5.13";"5.25";"0.73";"1";"0.139"
70;70;"101-39-3";"DTXSID4025587";"2-Methylcinnamic aldehyde";"2-Methyl-3-phenylprop-2-enal";"C10H10O";"CC(C=O)=CC1=CC=CC=C1";"InChI=1S/C10H10O/c1-9(8-11)7-10-5-3-2-4-6-10/h2-8H,1H3";"VLUMOWNVWOXZAU-UHFFFAOYSA-N";"146.189";"146.0731649";"1.85";"4.62";"3.97";"5.04";"0.73";"0";"0.0312"
71;71;"101-43-9";"DTXSID7051507";"Cyclohexyl methacrylate";"Cyclohexyl 2-methylprop-2-enoate";"C10H16O2";"CC(=C)C(=O)OC1CCCCC1";"InChI=1S/C10H16O2/c1-8(2)10(11)12-9-6-4-3-5-7-9/h9H,1,3-7H2,2H3";"OIWOHHBRDFKZNC-UHFFFAOYSA-N";"168.236";"168.1150298";"N/A";"N/A";"3.76";"4.5";"0.87";"0.01";"-"
72;72;"101-54-2";"DTXSID7025895";"N-Phenyl-1,4-benzenediamine";"N~1~-Phenylbenzene-1,4-diamine";"C12H12N2";"NC1=CC=C(NC2=CC=CC=C2)C=C1";"InChI=1S/C12H12N2/c13-10-6-8-12(9-7-10)14-11-4-2-1-3-5-11/h1-9,14H,13H2";"ATGUVEKSASEFFO-UHFFFAOYSA-N";"184.242";"184.1000484";"2.6";"4.66";"4";"4.31";"0.43";"0";"0.3525"
73;73;"101-67-7";"DTXSID3025170";"4,4'-Dioctyldiphenylamine";"4-Octyl-N-(4-octylphenyl)aniline";"C28H43N";"CCCCCCCCC1=CC=C(NC2=CC=C(CCCCCCCC)C=C2)C=C1";"InChI=1S/C28H43N/c1-3-5-7-9-11-13-15-25-17-21-27(22-18-25)29-28-23-19-26(20-24-28)16-14-12-10-8-6-4-2/h17-24,29H,3-16H2,1-2H3";"QAPVYZRWKDXNDK-UHFFFAOYSA-N";"393.659";"393.3395504";"N/A";"6.23";"7.87";"7.82";"0.52";"0";"0.1191"
74;74;"101-72-4";"DTXSID1025485";"N-Isopropyl-N'-phenyl-p-phenylenediamine";"N~1~-Phenyl-N~4~-(propan-2-yl)benzene-1,4-diamine";"C15H18N2";"CC(C)NC1=CC=C(NC2=CC=CC=C2)C=C1";"InChI=1S/C15H18N2/c1-12(2)16-14-8-10-15(11-9-14)17-13-6-4-3-5-7-13/h3-12,16-17H,1-2H3";"OUBMGJOQLXMSNT-UHFFFAOYSA-N";"226.323";"226.1469986";"2.5";"4.89";"4.29";"5.17";"0.53";"0";"0.2763"
75;75;"101-77-9";"DTXSID6022422";"4,4'-Diaminobiphenyl methane";"4,4'-Methylenedianiline";"C13H14N2";"NC1=CC=C(CC2=CC=C(N)C=C2)C=C1";"InChI=1S/C13H14N2/c14-12-5-1-10(2-6-12)9-11-3-7-13(15)8-4-11/h1-8H,9,14-15H2";"YBRVSVVVWCFQMG-UHFFFAOYSA-N";"198.269";"198.1156985";"2.58";"4.82";"4.03";"4.4";"0.56";"1";"0.0909"
76;76;"101-80-4";"DTXSID0021094";"4,4'-Oxydianiline";"4,4'-Oxydianiline";"C12H12N2O";"NC1=CC=C(OC2=CC=C(N)C=C2)C=C1";"InChI=1S/C12H12N2O/c13-9-1-5-11(6-2-9)15-12-7-3-10(14)4-8-12/h1-8H,13-14H2";"HLBLWEWZXPIGSM-UHFFFAOYSA-N";"200.241";"200.094963";"2.44";"5.15";"4.07";"4.25";"0.43";"1";"0.2298"
77;77;"101-83-7";"DTXSID6025018";"Dicyclohexylamine";"N-Cyclohexylcyclohexanamine";"C12H23N";"C1CCC(CC1)NC1CCCCC1";"InChI=1S/C12H23N/c1-3-7-11(8-4-1)13-12-9-5-2-6-10-12/h11-13H,1-10H2";"XBPCUCUWBYBCDP-UHFFFAOYSA-N";"181.323";"181.1830497";"2.69";"3.85";"4.43";"4.47";"0.58";"0";"0.1138"
78;78;"101-84-8";"DTXSID9021847";"Diphenyl oxide";"1,1'-Oxydibenzene";"C12H10O";"O(C1=CC=CC=C1)C1=CC=CC=C1";"InChI=1S/C12H10O/c1-3-7-11(8-4-1)13-12-9-5-2-6-10-12/h1-10H";"USIUVYZYUHIAEV-UHFFFAOYSA-N";"170.211";"170.0731649";"1.84";"5.43";"4.15";"4.63";"0.68";"0";"0.1309"
79;79;"101-86-0";"DTXSID4026684";"2-(Phenylmethylene)octanal";"2-Benzylideneoctanal";"C15H20O";"CCCCCCC(C=O)=CC1=CC=CC=C1";"InChI=1S/C15H20O/c1-2-3-4-6-11-15(13-16)12-14-9-7-5-8-10-14/h5,7-10,12-13H,2-4,6,11H2,1H3";"GUUHFMWKWLOQMM-UHFFFAOYSA-N";"216.324";"216.1514153";"1.84";"5.22";"5.16";"6.37";"0.5";"0.08";"0.1839"
80;80;"101-96-2";"DTXSID7024956";"N,N'-Bis(1-methylpropyl)-1,4-benzenediamine";"N~1~,N~4~-Di(butan-2-yl)benzene-1,4-diamine";"C14H24N2";"CCC(C)NC1=CC=C(NC(C)CC)C=C1";"InChI=1/C14H24N2/c1-5-11(3)15-13-7-9-14(10-8-13)16-12(4)6-2/h7-12,15-16H,5-6H2,1-4H3";"FSWDLYNGJBGFJH-UHFFFAOYSA-N";"220.36";"220.1939488";"3.17";"4.8";"3.96";"4.95";"0.61";"0.16";"0.1889"
81;81;"102-01-2";"DTXSID0024397";"Acetoacetanilide";"3-Oxo-N-phenylbutanamide";"C10H11NO2";"CC(=O)CC(=O)NC1=CC=CC=C1";"InChI=1S/C10H11NO2/c1-8(12)7-10(13)11-9-5-3-2-4-6-9/h2-6H,7H2,1H3,(H,11,13)";"DYRDKSSFIWVSNM-UHFFFAOYSA-N";"177.203";"177.0789786";"1.86";"3.02";"3";"3.28";"0.42";"0";"0.1589"
82;82;"102-06-7";"DTXSID3025178";"1,3-Diphenylguanidine";"N,N'-Diphenylguanidine";"C13H13N3";"N=C(NC1=CC=CC=C1)NC1=CC=CC=C1";"InChI=1S/C13H13N3/c14-13(15-11-7-3-1-4-8-11)16-12-9-5-2-6-10-12/h1-10H,(H3,14,15,16)";"OWRCNXZUPFZXOS-UHFFFAOYSA-N";"211.268";"211.1109474";"2.82";"4.36";"3.9";"N/A";"0.61";"1";"0.255"
83;83;"102-09-0";"DTXSID3020540";"Diphenylcarbonate";"Diphenyl carbonate";"C13H10O3";"O=C(OC1=CC=CC=C1)OC1=CC=CC=C1";"InChI=1S/C13H10O3/c14-13(15-11-7-3-1-4-8-11)16-12-9-5-2-6-10-12/h1-10H";"ROORDVPLFPIABK-UHFFFAOYSA-N";"214.22";"214.0629942";"2.15";"N/A";"N/A";"N/A";"0.54";"0.11";"0.0311"
84;84;"102-27-2";"DTXSID4021848";"N-Ethyl-3-methylaniline";"N-Ethyl-3-methylaniline";"C9H13N";"CCNC1=CC(C)=CC=C1";"InChI=1S/C9H13N/c1-3-10-9-6-4-5-8(2)7-9/h4-7,10H,3H2,1-2H3";"GUYMMHOQXYZMJQ-UHFFFAOYSA-N";"135.21";"135.1047994";"2.37";"4.16";"3.13";"3.44";"0.55";"0.15";"0.0217"
85;85;"10233-13-3";"DTXSID3041904";"Isopropyl Laurate";"Propan-2-yl dodecanoate";"C15H30O2";"CCCCCCCCCCCC(=O)OC(C)C";"InChI=1S/C15H30O2/c1-4-5-6-7-8-9-10-11-12-13-15(16)17-14(2)3/h14H,4-13H2,1-3H3";"UJPPXNXOEVDSRW-UHFFFAOYSA-N";"242.403";"242.2245802";"N/A";"5.17";"5.01";"5.61";"0.17";"0.08";"-"
86;86;"102-36-3";"DTXSID9033008";"3,4-Dichlorophenyl isocyanate";"1,2-Dichloro-4-isocyanatobenzene";"C7H3Cl2NO";"ClC1=C(Cl)C=C(C=C1)N=C=O";"InChI=1S/C7H3Cl2NO/c8-6-2-1-5(10-4-11)3-7(6)9/h1-3H";"MFUVCHZWGSJKEQ-UHFFFAOYSA-N";"188.01";"186.9591691";"3.31";"N/A";"N/A";"4.51";"0.48";"N/A";"0.127"
87;87;"10238-21-8";"DTXSID0037237";"Glybenclamide";"5-Chloro-N-(2-{4-[(cyclohexylcarbamoyl)sulfamoyl]phenyl}ethyl)-2-methoxybenzamide";"C23H28ClN3O5S";"COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1";"InChI=1S/C23H28ClN3O5S/c1-32-21-12-9-17(24)15-20(21)22(28)25-14-13-16-7-10-19(11-8-16)33(30,31)27-23(29)26-18-5-3-2-4-6-18/h7-12,15,18H,2-6,13-14H2,1H3,(H,25,28)(H2,26,27,29)";"ZNNLBTZKUZBEKO-UHFFFAOYSA-N";"494";"493.1438199";"N/A";"N/A";"N/A";"N/A";"1";"0.03";"0.0974"
88;88;"102-60-3";"DTXSID9026689";"N,N,N??,N??-Tetrakis(2-hydroxypropyl)ethylenediamine";"1,1',1'',1'''-(Ethane-1,2-diyldinitrilo)tetra(propan-2-ol)";"C14H32N2O4";"CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O";"InChI=1/C14H32N2O4/c1-11(17)7-15(8-12(2)18)5-6-16(9-13(3)19)10-14(4)20/h11-14,17-20H,5-10H2,1-4H3";"NSOXQYCFHDMMGV-UHFFFAOYSA-N";"292.42";"292.2362075";"N/A";"2.6";"2.14";"2.7";"0.17";"0";"0.0171"
89;89;"102-71-6";"DTXSID9021392";"Triethanolamine";"2,2',2''-Nitrilotri(ethan-1-ol)";"C6H15NO3";"OCCN(CCO)CCO";"InChI=1S/C6H15NO3/c8-4-1-7(2-5-9)3-6-10/h8-10H,1-6H2";"GSEJCLTVZPLZKY-UHFFFAOYSA-N";"149.19";"149.1051933";"1.43";"1.96";"1.25";"1.1";"0.28";"0";"0.0929"
90;90;"102-76-1";"DTXSID3026691";"Triacetin";"Propane-1,2,3-triyl triacetate";"C9H14O6";"CC(=O)OCC(COC(C)=O)OC(C)=O";"InChI=1S/C9H14O6/c1-6(10)13-4-9(15-8(3)12)5-14-7(2)11/h9H,4-5H2,1-3H3";"URAYPUMNDPQOKB-UHFFFAOYSA-N";"218.205";"218.0790382";"1.86";"3.47";"2.41";"3.37";"0.38";"0.32";"0.157"
91;91;"102-82-9";"DTXSID4026183";"Tributylamine";"N,N-Dibutylbutan-1-amine";"C12H27N";"CCCCN(CCCC)CCCC";"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3";"IMFACGCPASFAPR-UHFFFAOYSA-N";"185.355";"185.2143499";"3.21";"4.33";"4.52";"4.54";"0.37";"0";"0.1223"
92;92;"103-09-3";"DTXSID8026694";"2-Ethylhexyl acetate";"2-Ethylhexyl acetate";"C10H20O2";"CCCCC(CC)COC(C)=O";"InChI=1/C10H20O2/c1-4-6-7-10(5-2)8-12-9(3)11/h10H,4-8H2,1-3H3";"WOYWLLHHWAMFCB-UHFFFAOYSA-N";"172.268";"172.1463299";"1.76";"3.92";"3.71";"4.32";"0.71";"0.02";"0.0615"
93;93;"103-11-7";"DTXSID9025297";"2-Ethylhexyl acrylate";"2-Ethylhexyl prop-2-enoate";"C11H20O2";"CCCCC(CC)COC(=O)C=C";"InChI=1/C11H20O2/c1-4-7-8-10(5-2)9-13-11(12)6-3/h6,10H,3-5,7-9H2,1-2H3";"GOXQRTZXKQZDDN-UHFFFAOYSA-N";"184.279";"184.1463299";"1.51";"N/A";"4.44";"5.72";"0.47";"0.01";"0.1788"
94;94;"103-23-1";"DTXSID0020606";"Bis(2-ethylhexyl)hexanedioate";"Bis(2-ethylhexyl) hexanedioate";"C22H42O4";"CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC";"InChI=1/C22H42O4/c1-5-9-13-19(7-3)17-25-21(23)15-11-12-16-22(24)26-18-20(8-4)14-10-6-2/h19-20H,5-18H2,1-4H3";"SAOKZLXYCUGLFA-UHFFFAOYSA-N";"370.574";"370.3083098";"1.61";"5.75";"5.89";"5.89";"0.34";"0.25";"0.1493"
95;95;"103-24-2";"DTXSID3026697";"Bis(2-ethylhexyl) nonanedioate";"Bis(2-ethylhexyl) nonanedioate";"C25H48O4";"CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC";"InChI=1/C25H48O4/c1-5-9-16-22(7-3)20-28-24(26)18-14-12-11-13-15-19-25(27)29-21-23(8-4)17-10-6-2/h22-23H,5-21H2,1-4H3";"ZDWGXBPVPXVXMQ-UHFFFAOYSA-N";"412.655";"412.35526";"1.71";"5.9";"6.58";"6.33";"0.38";"0.18";"0.1245"
96;96;"103-29-7";"DTXSID8041668";"Bibenzyl";"1,1'-(Ethane-1,2-diyl)dibenzene";"C14H14";"C(CC1=CC=CC=C1)C1=CC=CC=C1";"InChI=1S/C14H14/c1-3-7-13(8-4-1)11-12-14-9-5-2-6-10-14/h1-10H,11-12H2";"QWUWMCYKGHVNAV-UHFFFAOYSA-N";"182.266";"182.1095505";"1.61";"5.41";"4.45";"4.92";"0.77";"-0.06";"0.1296"
97;97;"103-34-4";"DTXSID8026698";"4,4'-Dithiodimorpholine";"4,4'-Disulfanediylbis(morpholine)";"C8H16N2O2S2";"C1CN(CCO1)SSN1CCOCC1";"InChI=1S/C8H16N2O2S2/c1-5-11-6-2-9(1)13-14-10-3-7-12-8-4-10/h1-8H2";"HLBZWYXLQJQBKU-UHFFFAOYSA-N";"236.35";"236.0653201";"1.74";"2.47";"N/A";"2.29";"0.38";"0";"0.2084"
98;98;"103-70-8";"DTXSID3025338";"Formanilide";"N-Phenylformamide";"C7H7NO";"O=CNC1=CC=CC=C1";"InChI=1S/C7H7NO/c9-6-8-7-4-2-1-3-5-7/h1-6H,(H,8,9)";"DYDNPESBYVVLBO-UHFFFAOYSA-N";"121.139";"121.0527638";"N/A";"2.9";"N/A";"3.23";"0.42";"0";"0.0255"
99;99;"103-76-4";"DTXSID3021853";"1-Piperazineethanol";"2-(Piperazin-1-yl)ethan-1-ol";"C6H14N2O";"OCCN1CCNCC1";"InChI=1S/C6H14N2O/c9-6-5-8-3-1-7-2-4-8/h7,9H,1-6H2";"WFCSWCVEJLETKA-UHFFFAOYSA-N";"130.191";"130.1106131";"1.4";"2.7";"1.75";"1.31";"0.37";"0";"0.0641"
100;100;"103-82-2";"DTXSID2021656";"Phenylacetic acid";"Phenylacetic acid";"C8H8O2";"OC(=O)CC1=CC=CC=C1";"InChI=1S/C8H8O2/c9-8(10)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,9,10)";"WLJVXDMOQOGPHL-UHFFFAOYSA-N";"136.15";"136.0524295";"1.78";"3.66";"2.48";"3.35";"0.59";"0.06";"0.0627"
101;101;"103-84-4";"DTXSID2022543";"Acetanilide";"N-Phenylacetamide";"C8H9NO";"CC(=O)NC1=CC=CC=C1";"InChI=1S/C8H9NO/c1-7(10)9-8-5-3-2-4-6-8/h2-6H,1H3,(H,9,10)";"FZERHIULMFGESH-UHFFFAOYSA-N";"135.166";"135.0684139";"2.23";"3.91";"2.62";"3.1";"0.41";"0";"0.0268"
102;102;"103-90-2";"DTXSID2020006";"Acetaminophen";"N-(4-Hydroxyphenyl)acetamide";"C8H9NO2";"CC(=O)NC1=CC=C(O)C=C1";"InChI=1S/C8H9NO2/c1-6(10)9-7-2-4-8(11)5-3-7/h2-5,11H,1H3,(H,9,10)";"RZVAJINKPMORJF-UHFFFAOYSA-N";"151.165";"151.0633285";"1.89";"4.22";"2.18";"2.27";"0";"0";"0.125"
103;103;"104-15-4";"DTXSID0026701";"4-Methylbenzenesulfonic acid";"4-Methylbenzene-1-sulfonic acid";"C7H8O3S";"CC1=CC=C(C=C1)S(O)(=O)=O";"InChI=1S/C7H8O3S/c1-6-2-4-7(5-3-6)11(8,9)10/h2-5H,1H3,(H,8,9,10)";"JOXIMZWYDAKGHI-UHFFFAOYSA-N";"172.2";"172.0194153";"1.84";"N/A";"N/A";"3.63";"0.57";"0.09";"0.0633"
104;104;"10420-33-4";"DTXSID0041692";"Dimethyl acetylsuccinate";"Dimethyl 2-acetylbutanedioate";"C8H12O5";"COC(=O)CC(C(C)=O)C(=O)OC";"InChI=1/C8H12O5/c1-5(9)6(8(11)13-3)4-7(10)12-2/h6H,4H2,1-3H3";"XREKLQOUFWBSFH-UHFFFAOYSA-N";"188.179";"188.0684735";"N/A";"3.15";"2.25";"2.99";"0.68";"0.46";"0.1066"
105;105;"10436-39-2";"DTXSID2051475";"Tetrachloropropene";"1,1,2,3-Tetrachloroprop-1-ene";"C3H2Cl4";"ClCC(Cl)=C(Cl)Cl";"InChI=1S/C3H2Cl4/c4-1-2(5)3(6)7/h1H2";"UMGQVBVEWTXECF-UHFFFAOYSA-N";"179.85";"177.8910609";"2.71";"4.31";"N/A";"4.11";"0.28";"0.49";"-"
106;106;"104-38-1";"DTXSID5026702";"2,2'-[1,4-Phenylenebis(oxy)]diethanol";"2,2'-[1,4-Phenylenebis(oxy)]di(ethan-1-ol)";"C10H14O4";"OCCOC1=CC=C(OCCO)C=C1";"InChI=1S/C10H14O4/c11-5-7-13-9-1-2-10(4-3-9)14-8-6-12/h1-4,11-12H,5-8H2";"WTPYFJNYAMXZJG-UHFFFAOYSA-N";"198.218";"198.0892089";"N/A";"3.48";"2.77";"2.65";"0.65";"0.48";"0.0271"
107;107;"104-46-1";"DTXSID4020086";"Anethole";"1-Methoxy-4-(prop-1-en-1-yl)benzene";"C10H12O";"COC1=CC=C(C=CC)C=C1";"InChI=1S/C10H12O/c1-3-4-9-5-7-10(11-2)8-6-9/h3-8H,1-2H3";"RUVINXPYWBROJD-UHFFFAOYSA-N";"148.205";"148.088815";"1.85";"7.34";"3.66";"7.29";"0.82";"0";"0.0253"
108;108;"104-55-2";"DTXSID1024835";"3-Phenylprop-2-enal";"3-Phenylprop-2-enal";"C9H8O";"O=CC=CC1=CC=CC=C1";"InChI=1S/C9H8O/c10-8-4-7-9-5-2-1-3-6-9/h1-8H";"KJPRLNWUNMBNBZ-UHFFFAOYSA-N";"132.162";"132.0575149";"N/A";"3.93";"3.68";"4.88";"0.57";"1";"0.0295"
109;109;"104-66-5";"DTXSID5026706";"1,2-Diphenoxyethane";"1,1'-[Ethane-1,2-diylbis(oxy)]dibenzene";"C14H14O2";"C(COC1=CC=CC=C1)OC1=CC=CC=C1";"InChI=1S/C14H14O2/c1-3-7-13(8-4-1)15-11-12-16-14-9-5-2-6-10-14/h1-10H,11-12H2";"XCSGHNKDXGYELG-UHFFFAOYSA-N";"214.264";"214.0993797";"N/A";"4.64";"4.37";"4.63";"0.15";"-0.06";"0.1624"
110;110;"104-75-6";"DTXSID4025298";"2-Ethylhexylamine";"2-Ethylhexan-1-amine";"C8H19N";"CCCCC(CC)CN";"InChI=1/C8H19N/c1-3-5-6-8(4-2)7-9/h8H,3-7,9H2,1-2H3";"LTHNHFOGQMKPOV-UHFFFAOYSA-N";"129.247";"129.1517496";"2.46";"4.16";"3.26";"3.89";"0.86";"0.08";"0.0571"
111;111;"104-76-7";"DTXSID5020605";"2-Ethyl-1-hexanol";"2-Ethylhexan-1-ol";"C8H18O";"CCCCC(CC)CO";"InChI=1/C8H18O/c1-3-5-6-8(4-2)7-9/h8-9H,3-7H2,1-2H3";"YIWUKEYIRIRTPP-UHFFFAOYSA-N";"130.231";"130.1357652";"1.54";"3.12";"3.17";"3.66";"0.9";"0.07";"0.1646"
112;112;"104-83-6";"DTXSID4051530";"4-Chlorobenzyl chloride";"1-Chloro-4-(chloromethyl)benzene";"C7H6Cl2";"ClCC1=CC=C(Cl)C=C1";"InChI=1S/C7H6Cl2/c8-5-6-1-3-7(9)4-2-6/h1-4H,5H2";"JQZAEUFPPSRDOP-UHFFFAOYSA-N";"161.03";"159.9846556";"N/A";"4.3";"3.68";"4.44";"0.04";"0";"-"
113;113;"104-88-1";"DTXSID2021860";"4-Chlorobenzaldehyde";"4-Chlorobenzaldehyde";"C7H5ClO";"ClC1=CC=C(C=O)C=C1";"InChI=1S/C7H5ClO/c8-7-3-1-6(5-9)2-4-7/h1-5H";"AVPYQKSLYISFPO-UHFFFAOYSA-N";"140.57";"140.0028925";"1.95";"3.97";"3.4";"4.8";"0.41";"0";"0.0407"
114;114;"104-90-5";"DTXSID7021861";"5-Ethyl-2-methylpyridine";"5-Ethyl-2-methylpyridine";"C8H11N";"CCC1=CN=C(C)C=C1";"InChI=1S/C8H11N/c1-3-8-5-4-7(2)9-6-8/h4-6H,3H2,1-2H3";"NTSLROIKFLNUIJ-UHFFFAOYSA-N";"121.183";"121.0891494";"2.01";"3.48";"2.82";"3.17";"0.59";"0";"0.0257"
115;115;"104-93-8";"DTXSID9026710";"1-Methoxy-4-methylbenzene";"1-Methoxy-4-methylbenzene";"C8H10O";"COC1=CC=C(C)C=C1";"InChI=1S/C8H10O/c1-7-3-5-8(9-2)6-4-7/h3-6H,1-2H3";"CHLICZRVGGXEOD-UHFFFAOYSA-N";"122.167";"122.0731649";"1.8";"3.91";"3.25";"3.52";"0.32";"0.35";"0.0239"
116;116;"104-94-9";"DTXSID7024532";"4-Methoxyaniline";"4-Methoxyaniline";"C7H9NO";"COC1=CC=C(N)C=C1";"InChI=1S/C7H9NO/c1-9-7-4-2-6(8)3-5-7/h2-5H,8H2,1H3";"BHAAPTBBJKJZER-UHFFFAOYSA-N";"123.155";"123.0684139";"1.97";"5.57";"2.98";"3.03";"0.59";"1";"0.1762"
117;117;"105-05-5";"DTXSID4026711";"1,4-Diethylbenzene";"1,4-Diethylbenzene";"C10H14";"CCC1=CC=C(CC)C=C1";"InChI=1S/C10H14/c1-3-9-5-7-10(4-2)8-6-9/h5-8H,3-4H2,1-2H3";"DSNHSQKRULAAEI-UHFFFAOYSA-N";"134.222";"134.1095505";"N/A";"4.77";"3.75";"4.47";"0.41";"N/A";"0.069"
